pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6
0.4710080787855218,-0.5433893993140372,0.335893821992842,-2.0838462846506873,-2.16584259325615,-0.1298867735751481,-1.4125462530411088e-05,-9.119968992517571e-05,-6.595255811798303e-05,-1.4203777216899718e-06,1.748766512469646e-05,9.291454557842975e-05,-0.010887808150663732,-0.0687039473488862,-0.05517080952939926,0.015274893929610322,0.026419946340574065,0.08905252653718465
0.47100807855135246,-0.5433894007930505,0.33589382081052066,-2.083846284337958,-2.1658425927003893,-0.12988677167681972,-2.1328271771055235e-05,-0.00013667537234689312,-0.00010237905935574954,8.416595676349611e-06,3.475394835748699e-05,0.00015154037897036914,-0.01135166846038585,-0.0716160666244481,-0.057561951096502535,0.016079189496212808,0.027666898810824243,0.09301001716446515
0.4710080769178834,-0.543389411108968,0.33589381256015816,-2.0838462821452737,-2.165842588814774,-0.12988675842291095,-2.9189752403182152e-05,-0.00018629423806027528,-0.0001421787101502948,1.9311936296715735e-05,5.3724710533309526e-05,0.00021569651280298202,-0.0118388908543425,-0.0746741280076897,-0.060075468705126187,0.016931362074504668,0.02898247979382481,0.0971746659955597
0.4710080725015134,-0.5433894389966275,0.3358937902447917,-2.0838462761828884,-2.165842578282399,-0.12988672255227623,-3.7732491998144845e-05,-0.0002401972731214768,-0.000185470161375198,3.1313180856385196e-05,7.446729026584168e-05,0.00028558456854775214,-0.012349232706060614,-0.0778765314362198,-0.0627103178360847,0.01783177128438974,0.030366654024289882,0.10154523329484645
0.4710080639357126,-0.5433894930798561,0.33589374694477053,-2.083846264550423,-2.1658425578004583,-0.12988665290650747,-4.697861926502963e-05,-0.0002985224982891883,-0.00023236992586166873,4.446793050175273e-05,9.704847266568447e-05,0.00036140316807803223,-0.012882411921239154,-0.08122142801420877,-0.06546525306228163,0.01878071809985978,0.03181928788880425,0.10612015293974396
0.4710080498709675,-0.5433895818718437,0.3358936758175083,-2.083846245336942,-2.165842524080227,-0.1298865384296257,-5.694976457801417e-05,-0.00036140472019927257,-0.0002829921774886038,5.8823792149450956e-05,0.00012153439094707732,0.0004433476072792519,-0.013438107447584488,-0.08470672332729585,-0.0683388303578028,0.019778444532950697,0.03334014984805156,0.11089753549015538
0.47100802897472155,-0.5433897137755095,0.33589357009723214,-2.083846216621006,-2.1658424738470283,-0.12988636816777047,-6.766702102946516e-05,-0.0004289752858455747,-0.0003374485525905649,7.442831954169433e-05,0.0001479904285553614,0.000531609532736681,-0.014015959782955032,-0.08833008074640453,-0.07132940939955577,0.020825133319915493,0.03492891085841643,0.1158751712486345
0.4710079999313196,-0.5433898970838744,0.33589342309473486,-2.083846176470747,-2.165842403840215,-0.1298861312688914,-7.915090597910048e-05,-0.0005013618403558393,-0.00039584795366517543,9.132895399234717e-05,0.00017648112166842016,0.0006263766214794859,-0.014615571481684107,-0.092088924720514,-0.07443515586139296,0.021920907609006144,0.036585144792447434,0.12105053331124754
0.4710079614419491,-0.5433901399804297,0.33589322819712425,-2.0838461229439242,-2.16584231081314,-0.12988581698243779,-9.142132310270298e-05,-0.0005786880880866045,-0.0004582963553624985,0.00010957296476339205,0.00020707006207255706,0.0007278322637725939,-0.015236507659146617,-0.09598044405837604,-0.07765404370069828,0.023065830649814444,0.03830832885817132,0.12642078060911963
0.4710079122245845,-0.5433904505395084,0.3358929788675753,-2.0838460540879966,-2.1658421915331365,-0.12988541465904996,-0.00010449752495437482,-0.0006610735569795626,-0.0005248966127687812,0.00012920738916055447,0.0002398198004816205,0.0008361552489534289,-0.015878296494724158,-0.100001595198985,-0.08098385743756623,0.024259905485237293,0.04009784401837745,0.1319827609407481
0.4710078510139276,-0.5433908367266534,0.3358926686450791,-2.0838459679401793,-2.165842042781482,-0.1298849137502489,-0.00011839807603732826,-0.0007486333661921264,-0.000595748271977576,0.00015027897235052345,0.00027479175034194367,0.0009515194543017315,-0.016540429733094136,-0.1041491054709411,-0.0844221944265555,0.025503074645535573,0.04195297540964461,0.1377330139950193
0.4710077765613531,-0.54339130639899,0.3358922911441954,-2.0838458625275167,-2.165841861353388,-0.12988430380812782,-0.0001331408163740165,-0.0008414779969777855,-0.0006709473829241067,0.00017283410686949014,0.00031204609203129666,0.00107409353693264,-0.01722236318365344,-0.10841947634076884,-0.0879664671208628,0.02679521984354921,0.04387291275960666,0.14366777436490416
0.4710076876348485,-0.5433918673055932,0.33589184005480155,-2.083845735866938,-2.165841644057962,-0.12988357448504148,-0.0001487428255537515,-0.0009397130668434445,-0.0007505863144794428,0.00019691877175363672,0.00035164167736237873,0.0012040406286982592,-0.017923517218178926,-0.11280898665023287,-0.09161390532897108,0.028136161672184884,0.045856750803271465,0.14978297455187603
0.47100758301895906,-0.5433925270878607,0.33589130914184506,-2.0838455859653324,-2.1658413877181935,-0.12988271553329792,-0.00016522038730372421,-0.0010434391069235448,-0.0008347535718072038,0.00022257847142416657,0.00039363593462532845,0.0013415180340978783,-0.018643277266973186,-0.11731369584242143,-0.09536155846391005,0.029525659303901323,0.04790348969933412,0.15607424796104757
0.47100746151472866,-0.5433932932798796,0.3358906922450923,-2.0838454108196025,-2.165841089170916,-0.12988171680484786,-0.0001825889545556881,-0.0011527513425683299,-0.0009235336159763589,0.0002498581743136311,0.00043808477405930677,0.0014866769311856962,-0.019380994313253012,-0.12192944717662199,-0.09920629778507654,0.0309634101922583,0.05001203544587125,0.1625369318870403
